"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,1038232.262218,52235.340546,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,1395276.575217,2411656.869765,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,1659629.496751,4506612.025750,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,1717682.961205,269261.731763,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,2047038.486551,1972558.400215,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testCollectionConstructor","avgt",1,3,2154960.295453,120476.395567,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.544774,0.059629,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.606512,0.703272,"ns/op",20000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.618832,0.262125,"ns/op",30000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.594638,1.395652,"ns/op",40000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.525514,0.009382,"ns/op",50000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.525862,0.015285,"ns/op",60000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.524034,0.010809,"ns/op",70000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.527131,0.091130,"ns/op",80000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.584213,1.307846,"ns/op",90000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparator","avgt",1,3,0.643989,1.704300,"ns/op",100000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.590630,0.354234,"ns/op",10000
"custompriorityqueue.CustomPriorityQueuePerformanceTest.testComparatorConstructor","avgt",1,3,4.829610,4.160500,"ns/op",20000
